column,name,lifetime_years,annual_km,lifetime_km,electricity_region,vehicle_weight_kg,battery_capacity_kwh,production_region,battery_chemistry,hydrogen_pathway,occupancy,service_vehicle,service_km_per_vehicle_day,vehicles_per_service_trip,share_steel,share_stainless_steel,share_cast_iron,share_wrought_aluminum,share_cast_aluminum,share_copper_brass,share_glass,share_plastics,share_carbon_fiber,share_rubber,share_others,battery_replacements,fluids_energy_mj,fluids_ghg_g,fluids_weight_scaled,fuel_consumption_per_100km,electricity_consumption_kwh_per_km,hydrogen_consumption_per_100km,electric_driving_share,fuel_type,delivery_weight_computed,delivery_weight_kg,delivery_km_air,delivery_km_ship,delivery_km_train_a,delivery_km_train_b,delivery_km_heavy_truck_a,delivery_km_heavy_truck_b,delivery_km_medium_truck_a,delivery_km_medium_truck_b,delivery_km_van_a,delivery_km_van_b,services_uses_intensity_table,infra_category,infra1_type,infra2_type,infra1_asphalt_t_per_km,infra1_cement_t_per_km,infra1_steel_t_per_km,infra2_asphalt_t_per_km,infra2_cement_t_per_km,infra2_steel_t_per_km,infra1_lifetime_years,infra2_lifetime_years,infra1_annual_use_mvkm,infra2_annual_use_mvkm,infra_share_1,infra_rail_allocation
BV,"Ridesourcing - car - BEV (two packs) two passengers on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,1.228235294117647,"Ridesourcing - car - BEV (two packs) two passengers on board, no change in deadheading km share)",23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BW,"Ridesourcing - car - BEV (two packs) 25% higher average load: 1.94 passengers on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,1.1898529411764707,"Ridesourcing - car - BEV (two packs) 25% higher average load: 1.94 passengers on board, no change in deadheading km share)",23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BX,Ridesourcing - car - BEV (two packs) (high carbon intensity of electricity in use phase),7.0735718042434765,48000,400000,100% coal,1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (two packs) (high carbon intensity of electricity in use phase),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BY,Ridesourcing - car - BEV (two packs) (low carbon intensity of electricity in use phase),7.0735718042434765,48000,400000,"100% solar, wind or hydro",1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (two packs) (low carbon intensity of electricity in use phase),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BZ,Ridesourcing - car - BEV (two packs) (Lower carbon intensity of battery manufacturing),7.0735718042434765,48000,400000,World,1392.6061731980951,140,Default,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (two packs) (Lower carbon intensity of battery manufacturing),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CA,Ridesourcing - car - BEV (two packs) (25% smaller battery),7.0735718042434765,48000,400000,World,1392.6061731980951,105,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (two packs) (25% smaller battery),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2128.812633080838,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CB,Ridesourcing - car - BEV (two packs) (25% larger battery),7.0735718042434765,48000,400000,World,1392.6061731980951,175,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (two packs) (25% larger battery),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2619.6169396693335,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CC,Ridesourcing - car - BEV (two packs),7.0735718042434765,48000,400000,World,1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (two packs),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CD,"Ridesourcing car - FCEV (hydrogen from electrolysis, 100% natural gas electricity)",7.0735718042434765,48000,339531.4466036869,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Electrolysis (Natural gas),0.9518823529411765,None,23.42059629331185,1,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CE,"Ridesourcing car - FCEV (hydrogen from electrolysis, 100% renewable electricity)",7.0735718042434765,48000,339531.4466036869,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Electrolysis (Renewables),0.9518823529411765,None,23.42059629331185,1,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CF,"Ridesourcing car - FCEV (hydrogen from electrolysis, global grid mix)",7.0735718042434765,48000,339531.4466036869,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Electroysis (Global power mix),0.9518823529411765,None,23.42059629331185,1,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CG,Ridesourcing - car - FCEV,7.0735718042434765,48000,400000,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Natural gas,0.9518823529411765,Ridesourcing - car - FCEV,23.42059629331185,1,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,6.06384041432819,459761.32176347333,0,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CH,Taxi  ICE,7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,0.7327526964518817,Taxi  ICE,23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CI,Taxi  HEV,7.0735718042434765,48000,400000,World,1581.4712309860752,2.1411100330896784,With Al smelting mostly form coal,NMC111,,0.7327526964518817,Taxi  HEV,23.42059629331185,1,0.6262472155917589,0,0.06606376425446397,0.012014974723520965,0.0546306924348674,0.03676353906940299,0.025388252063790466,0.09649771867544049,0,0.06313751704936274,0.019100090740076334,0,18.724290754567495,1419678.6323832187,0,5.06530612244898,0.0,0.0,0.0,Gasoline (Oil),0,1596.4836027735073,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CJ,Taxi  PHEV,7.0735718042434765,48000,400000,World,1661.4710705892749,15.273378000000001,With Al smelting mostly form coal,NMC111,,0.7327526964518817,Taxi  PHEV,23.42059629331185,1,0.622795160983982,0,0.06692806324569929,0.01134208315091968,0.0627065716545231,0.04243971466699424,0.023198517611224313,0.09162163153507669,0,0.061033503805102425,0.017791993238101503,0,18.724290754567495,1419678.6323832187,0,5.06530612244898,0.19034624761904761,0.0,0.3591431387331247,Gasoline (Oil),0,1768.560209140046,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CK,Taxi  BEV,7.0735718042434765,48000,400000,World,1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,0.7327526964518817,Taxi  BEV,23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,6.06384041432819,459761.32176347333,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CL,Taxi  BEV (two packs),7.0735718042434765,48000,400000,World,1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,0.7327526964518817,Taxi  BEV (two packs),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,6.06384041432819,459761.32176347333,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CM,Taxi - FCEV,7.0735718042434765,48000,400000,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Natural gas,0.7327526964518817,Taxi - FCEV,23.42059629331185,1,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,6.06384041432819,459761.32176347333,0,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CN,Large Private car - ICE,15,12100,181500,World,1898.2080492654404,0.0,With Al smelting mostly form coal,,,1.5,None,0.0,0.0,0.6091005027598001,0,0.08998199594373611,0.013867662363483515,0.03805803907598214,0.013632423296366183,0.03077791717125893,0.08953960826280741,0,0.09959645531335369,0.01532548185020674,0,15.981797884418038,1041588.5519979888,1,8.85,0.0,0.0,0.0,Gasoline (Oil),0,1898.2080492654404,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CO,Large Private car - HEV,15,12100,181500,World,2002.34527005376,3.0134141206447325,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6249032103094936,0,0.06374122037835762,0.00950942827718817,0.051368874374298185,0.03142403333492595,0.028164845047032296,0.08175736055523702,0,0.09270124737498696,0.016320047185959453,0,16.85857217453233,1098730.9379719475,1,6.514855875831485,0.0,0.0,0.0,Gasoline (Oil),0,2023.473793310146,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CP,Large Private car - PHEV,15,12100,181500,World,2097.3450795825606,16.055876435787546,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.639878802236091,0,0.0722201713311266,0.008402395137657564,0.060187364711277815,0.03632578970929524,0.018103103972414342,0.06094344312633659,2.54743043220147e-06,0.09145689608102442,0.012408954690425517,0,17.658414823779882,1150859.4251972963,1,6.514855875831485,0.20009822527716184,0.0,0.66,Gasoline (Oil),0,2209.9206981645216,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CQ,Large Private car - BEV,15,12100,181500,World,1777.4175792144003,60,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6271512217570372,0,0.02245009664797959,0.010695034109097829,0.05001861556301204,0.04371683467033369,0.031258780399974956,0.09084902409122013,0,0.10133991092892489,0.02239869437631569,0,3.432299620773295,260237.4901895944,1,0.0,0.20009822527716184,0.0,1,,0,2198.106984861682,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CR,Large Private car - FCEV,15,12100,181500,World,2138.41685542384,3.0134141206447325,With Al smelting mostly form coal,NMC111,Natural gas,1.5,None,0.0,0.0,0.5729360517433268,0.02900569211399815,0.02097259552258665,0.019576091567075158,0.03378907185089558,0.027822055245524887,0.028973229686918605,0.09139841915007228,0.05250596731213321,0.09034185824130034,0.032566084853102556,0,4.129410807993995,313092.56864703126,1,0.0,0.0,3.6991791331514325,0.0,,0,2159.545378680226,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CS,Ridesourcing - Large car - ICE,7.0735718042434765,48000,400000,World,1898.2080492654404,0.0,With Al smelting mostly form coal,,,0.9518823529411765,Ridesourcing - Large car - ICE,23.42059629331185,1,0.6091005027598001,0,0.08998199594373611,0.013867662363483515,0.03805803907598214,0.013632423296366183,0.03077791717125893,0.08953960826280741,0,0.09959645531335369,0.01532548185020674,0,29.897096170932226,1948496.2414640042,0,8.85,0.0,0.0,0.0,Gasoline (Oil),0,1898.2080492654404,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CT,Ridesourcing - Large car - HEV,7.0735718042434765,48000,400000,World,2002.34527005376,3.0134141206447325,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - Large car - HEV,23.42059629331185,1,0.6249032103094936,0,0.06374122037835762,0.00950942827718817,0.051368874374298185,0.03142403333492595,0.028164845047032296,0.08175736055523702,0,0.09270124737498696,0.016320047185959453,0,31.53727492061502,2055392.3129357635,0,6.514855875831485,0.0,0.0,0.0,Gasoline (Oil),0,2023.473793310146,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CU,Ridesourcing - Large car - PHEV,7.0735718042434765,48000,400000,World,2097.3450795825606,16.055876435787546,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - Large car - PHEV,23.42059629331185,1,0.639878802236091,0,0.0722201713311266,0.008402395137657564,0.060187364711277815,0.03632578970929524,0.018103103972414342,0.06094344312633659,2.54743043220147e-06,0.09145689608102442,0.012408954690425517,0,33.03353790548745,2152908.900687193,0,6.514855875831485,0.20009822527716184,0.0,0.3591431387331247,Gasoline (Oil),0,2209.9206981645216,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CV,Ridesourcing - Large car - BEV,7.0735718042434765,48000,400000,World,1777.4175792144003,70,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - Large car - BEV,23.42059629331185,1,0.6271512217570372,0,0.02245009664797959,0.010695034109097829,0.05001861556301204,0.04371683467033369,0.031258780399974956,0.09084902409122013,0,0.10133991092892489,0.02239869437631569,0,6.420791489908775,486825.4077387645,0,0.0,0.20009822527716184,0.0,1,,0,2268.2218858028955,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CW,Ridesourcing - Large car - BEV (two packs),7.0735718042434765,48000,400000,World,1777.4175792144003,140,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - Large car - BEV (two packs),23.42059629331185,1,0.6271512217570372,0,0.02245009664797959,0.010695034109097829,0.05001861556301204,0.04371683467033369,0.031258780399974956,0.09084902409122013,0,0.10133991092892489,0.02239869437631569,0,7.724875070298075,585701.2272925106,0,0.0,0.20009822527716184,0.0,1,,0,2759.0261923913913,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CX,Ridesourcing - Large car - FCEV,7.0735718042434765,48000,400000,World,2138.41685542384,3.0134141206447325,With Al smelting mostly form coal,NMC111,Natural gas,0.9518823529411765,Ridesourcing - Large car - FCEV,23.42059629331185,1,0.5729360517433268,0.02900569211399815,0.02097259552258665,0.019576091567075158,0.03378907185089558,0.027822055245524887,0.028973229686918605,0.09139841915007228,0.05250596731213321,0.09034185824130034,0.032566084853102556,0,7.724875070298075,585701.2272925106,0,0.0,0.0,3.6991791331514325,0.0,,0,2159.545378680226,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CY,Ridesourcing - Shared van - ICE,7.0735718042434765,48000,374113.35320221056,World,1898.2080492654404,0.0,With Al smelting mostly form coal,,,3.2948375768217737,Ridesourcing - Shared van - ICE,13.394216133942162,1,0.6091005027598001,0,0.08998199594373611,0.013867662363483515,0.03805803907598214,0.013632423296366183,0.03077791717125893,0.08953960826280741,0,0.09959645531335369,0.01532548185020674,0,29.897096170932226,2126818.0548827793,0,8.85,0.0,0.0,0.0,Gasoline (Oil),0,1898.2080492654404,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
CZ,Ridesourcing - Shared van - HEV,7.0735718042434765,48000,374113.35320221056,World,2002.34527005376,3.0134141206447325,With Al smelting mostly form coal,NMC111,,3.2948375768217737,Ridesourcing - Shared van - HEV,13.394216133942162,1,0.6249032103094936,0,0.06374122037835762,0.00950942827718817,0.051368874374298185,0.03142403333492595,0.028164845047032296,0.08175736055523702,0,0.09270124737498696,0.016320047185959453,0,31.53727492061502,2152908.900687193,0,6.514855875831485,0.0,0.0,0.0,Gasoline (Oil),0,2023.473793310146,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DA,Ridesourcing - Shared van - PHEV,7.0735718042434765,48000,374113.35320221056,World,2097.3450795825606,16.055876435787546,With Al smelting mostly form coal,NMC111,,3.2948375768217737,Ridesourcing - Shared van - PHEV,13.394216133942162,1,0.639878802236091,0,0.0722201713311266,0.008402395137657564,0.060187364711277815,0.03632578970929524,0.018103103972414342,0.06094344312633659,2.54743043220147e-06,0.09145689608102442,0.012408954690425517,0,33.03353790548745,1268411.9366535202,0,6.514855875831485,0.20009822527716184,0.0,0.4011998710520317,Gasoline (Oil),0,2209.9206981645216,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DB,Ridesourcing - Shared van - BEV,7.0735718042434765,48000,374113.35320221056,World,1777.4175792144003,70,With Al smelting mostly form coal,NMC111,,3.2948375768217737,Ridesourcing - Shared van - BEV,13.394216133942162,1,0.6271512217570372,0,0.02245009664797959,0.010695034109097829,0.05001861556301204,0.04371683467033369,0.031258780399974956,0.09084902409122013,0,0.10133991092892489,0.02239869437631569,0,6.420791489908775,585701.2272925106,0,0.0,0.20009822527716184,0.0,1,,0,2268.2218858028955,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DC,Ridesourcing - Shared van - BEV (two packs),7.0735718042434765,48000,374113.35320221056,World,1777.4175792144003,140,With Al smelting mostly form coal,NMC111,,3.2948375768217737,Ridesourcing - Shared van - BEV (two packs),13.394216133942162,1,0.6271512217570372,0,0.02245009664797959,0.010695034109097829,0.05001861556301204,0.04371683467033369,0.031258780399974956,0.09084902409122013,0,0.10133991092892489,0.02239869437631569,0,7.724875070298075,585701.2272925106,0,0.0,0.20009822527716184,0.0,1,,0,2759.0261923913913,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DD,Ridesourcing - Shared van - FCEV,7.0735718042434765,48000,374113.35320221056,World,2138.41685542384,3.0134141206447325,With Al smelting mostly form coal,NMC111,Natural gas,3.2948375768217737,Ridesourcing - Shared van - FCEV,13.394216133942162,1,0.5729360517433268,0.02900569211399815,0.02097259552258665,0.019576091567075158,0.03378907185089558,0.027822055245524887,0.028973229686918605,0.09139841915007228,0.05250596731213321,0.09034185824130034,0.032566084853102556,0,7.724875070298075,585701.2272925106,0,0.0,0.0,3.6991791331514325,0.0,,0,2159.545378680226,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DE,Ridesourcing - Shared minibus - ICE,7.0735718042434765,48000,374113.35320221056,World,3554.179786605722,0.0,With Al smelting mostly form coal,,,7.396488815682954,Ridesourcing - Shared minibus - ICE,13.394216133942162,1,0.6085303984272804,0,0.07245125601316434,0.025443423441454845,0.04758131961247784,0.013018795129721454,0.03396262940561144,0.08987625474803349,0,0.08778097194692501,0.02125839954693119,0,29.897096170932226,2227723.3848166387,0,15.100454684954343,0.0,0.0,0.0,Gasoline (Oil),0,3554.179786605722,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DF,Ridesourcing - Shared minibus - HEV,7.0735718042434765,48000,374113.35320221056,World,3605.297880700612,6.457642700556139,With Al smelting mostly form coal,NMC111,,7.396488815682954,Ridesourcing - Shared minibus - HEV,13.394216133942162,1,0.6231937813074928,0,0.05132283883891105,0.022168751861788648,0.05857703145188993,0.027377694597224396,0.03200942232190659,0.08390219118776437,0,0.08235374148544981,0.019006192545477345,0,31.53727492061502,1268411.9366535202,0,11.116077506440892,0.0,0.0,0.0,Gasoline (Oil),0,3650.5755785269366,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DH,Ridesourcing - Shared minibus - BEV,7.0735718042434765,48000,339531.4466036869,World,3692.371186920518,150,With Al smelting mostly form coal,NMC111,,7.396488815682954,Ridesourcing - Shared minibus - BEV,0,1,0.600100665453034,0,0.01807625717460293,0.033757101247984256,0.07010500617513452,0.03879663764578677,0.03339384554893837,0.0890791171201181,0,0.08839462625184369,0.028198683164301033,0,6.420791489908775,585701.2272925106,0,0.0,0.42880360684672125,0.0,1,,0,4744.094701038723,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DI,Ridesourcing - Shared minibus - BEV (two packs),7.0735718042434765,48000,339531.4466036869,World,3692.371186920518,300,With Al smelting mostly form coal,NMC111,,7.396488815682954,Ridesourcing - Shared minibus - BEV (two packs),0,1,0.600100665453034,0,0.01807625717460293,0.033757101247984256,0.07010500617513452,0.03879663764578677,0.03339384554893837,0.0890791171201181,0,0.08839462625184369,0.028198683164301033,0,7.724875070298075,585701.2272925106,0,0.0,0.42880360684672125,0.0,1,,0,5795.818215156927,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
