column,name,lifetime_years,annual_km,lifetime_km,electricity_region,vehicle_weight_kg,battery_capacity_kwh,production_region,battery_chemistry,hydrogen_pathway,occupancy,service_vehicle,service_km_per_vehicle_day,vehicles_per_service_trip,share_steel,share_stainless_steel,share_cast_iron,share_wrought_aluminum,share_cast_aluminum,share_copper_brass,share_glass,share_plastics,share_carbon_fiber,share_rubber,share_others,battery_replacements,fluids_energy_mj,fluids_ghg_g,fluids_weight_scaled,fuel_consumption_per_100km,electricity_consumption_kwh_per_km,hydrogen_consumption_per_100km,electric_driving_share,fuel_type,delivery_weight_computed,delivery_weight_kg,delivery_km_air,delivery_km_ship,delivery_km_train_a,delivery_km_train_b,delivery_km_heavy_truck_a,delivery_km_heavy_truck_b,delivery_km_medium_truck_a,delivery_km_medium_truck_b,delivery_km_van_a,delivery_km_van_b,services_uses_intensity_table,infra_category,infra1_type,infra2_type,infra1_asphalt_t_per_km,infra1_cement_t_per_km,infra1_steel_t_per_km,infra2_asphalt_t_per_km,infra2_cement_t_per_km,infra2_steel_t_per_km,infra1_lifetime_years,infra2_lifetime_years,infra1_annual_use_mvkm,infra2_annual_use_mvkm,infra_share_1,infra_rail_allocation
AH,Private e-bike,5.6,2400,13440,World,23.29627987687259,0.48328767123287675,With Al smelting mostly form coal,NMC111,,1,None,0.0,0.0,0.5913905599012541,0.0,0.0,0.042925308473510886,0.018595243630724914,0.014319882906763231,0.0,0.08585061694702177,0.0,0.18461316668287558,0.06230522145784952,0,0.04498650937286201,3410.884125828926,1,0.0,0.021,0.0,1,,0,31.35220158614392,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,"Bicycles, e-scooters",Bike lane,Urban road,0.12,22.5,0,1,212.5,0.1,30,30,459.8114285714287,1110.649165528301,0.2,0
AI,Shared bike,1.9,2900,5510,World,26.6336,0.0,With Al smelting mostly form coal,,,1,Van - ICE,5.625,7.029166666666667,0.5643998558212183,0.0,0.0,0.03754655773158717,0.0,0.0,0.0,0.07509311546317433,0.0,0.3229604709840203,0.0,0,0.05143107407558772,3899.512022254802,1,0.0,0.0,0.0,0.0,,0,31.35220158614392,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,"Bicycles, e-scooters",Bike lane,Urban road,0.12,22.5,0,1,212.5,0.1,30,30,459.8114285714287,1110.649165528301,0.2,0
AJ,Shared e-bike,1.9,2900,5510,World,30.8336,0.48328767123287675,With Al smelting mostly form coal,NMC111,,1,Van - ICE,11.25,14.058333333333334,0.5988661719682424,0.0,0.0,0.0324321519381454,0.014049608219604586,0.010819365886565305,0.0,0.0648643038762908,0.0,0.27896839811115154,0,0.30000000000000004,0.0595415252018894,4514.4476859829565,1,0.0,0.021,0.0,1,,0,37.05500197069695,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,"Bicycles, e-scooters",Bike lane,Urban road,0.12,22.5,0,1,212.5,0.1,30,30,459.8114285714287,1110.649165528301,0.2,0
AK,Private moped - ICE,10,4900,49000,World,94,0.0,With Al smelting mostly form coal,,,1,None,0,0.0,0.8127659574468086,0.0,0.0,0.0,0.015957446808510637,0.010638297872340425,0.0,0.09680851063829787,0.0,0.03404255319148936,0.02978723404255319,0,0.1815196204457995,13762.845807249165,1,1.9390547340857902,0.0,0.0,0.0,Gasoline (Oil),0,94,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,Motorbikes,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AL,Private moped - BEV,10,4900,49000,World,82.86820809248556,1.3,With Al smelting mostly form coal,NMC111,,1,None,0,0.0,0.7514125081960351,0.0,0.0,0.0,0.031169975307264126,0.022131527182935505,0.0,0.12288186548736763,0.0,0.038615532707412005,0.0337885911189855,0,0.16002346468054796,12133.003939360811,1,0.0,0.03501400560224091,0.0,1,,0,91.98314521484333,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,Motorbikes,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AM,Shared moped - ICE,3.7,5300,19610,World,94,0.0,With Al smelting mostly form coal,,,1,None,0,0.0,0.8127659574468086,0.0,0.0,0.0,0.015957446808510637,0.010638297872340425,0.0,0.09680851063829787,0.0,0.03404255319148936,0.02978723404255319,0,0.1815196204457995,13762.845807249165,1,1.9390547340857902,0.0,0.0,0.0,Gasoline (Oil),0,94,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,Motorbikes,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AN,Shared moped - BEV,3.7,5300,19610,World,82.86820809248556,2.6,With Al smelting mostly form coal,NMC111,,1,Van - ICE,11.25,14.058333333333334,0.7514125081960351,0.0,0.0,0.0,0.031169975307264126,0.022131527182935505,0.0,0.12288186548736763,0.0,0.038615532707412005,0.0337885911189855,0.30000000000000004,0.16002346468054796,12133.003939360811,1,0.0,0.03501400560224091,0.0,1,,0,101.0980823372011,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,1,Motorbikes,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AO,Private car - ICE,15,12100,181500,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,1.5,None,0.0,0.0,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,12.579453940316645,819846.1342947292,1,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AP,Private car - HEV,15,12100,181500,World,1581.4712309860752,2.1411100330896784,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6262472155917589,0,0.06606376425446397,0.012014974723520965,0.0546306924348674,0.03676353906940299,0.025388252063790466,0.09649771867544049,0,0.06313751704936274,0.019100090740076334,0,13.315059739327284,867788.08579318,1,5.06530612244898,0.0,0.0,0.0,Gasoline (Oil),0,1596.4836027735073,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AQ,Private car - PHEV,15,12100,181500,World,1661.4710705892749,15.273378000000001,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.622795160983982,0,0.06692806324569929,0.01134208315091968,0.0627065716545231,0.04243971466699424,0.023198517611224313,0.09162163153507669,0,0.061033503805102425,0.017791993238101503,0,13.988611443956795,911685.7592461051,1,5.06530612244898,0.19034624761904761,0.0,0.66,Gasoline (Oil),0,1768.560209140046,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AR,AVAILABLE,15,12100,181500,World,1392.6061731980951,60,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1813.295578845377,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AS,Private car - BEV (high carbon intensity of electricity in use phase),15,12100,181500,100% coal,1392.6061731980951,60,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1813.295578845377,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AT,Private car - BEV (low carbon intensity of electricity in use phase),15,12100,181500,"100% solar, wind or hydro",1392.6061731980951,60,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1813.295578845377,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AU,Private car - BEV (Lower carbon intensity of battery manufacturing),15,12100,181500,World,1392.6061731980951,60,Default,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1813.295578845377,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AV,Private car - BEV (25% smaller battery),15,12100,181500,World,1392.6061731980951,45,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1708.1232274335564,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AW,Private car - BEV (25% larger battery),15,12100,181500,World,1392.6061731980951,75,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1918.4679302571972,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AX,Private car - BEV,15,12100,181500,World,1392.6061731980951,60,With Al smelting mostly form coal,NMC111,,1.5,None,0.0,0.0,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,2.689205787121229,203896.0003398799,1,0.0,0.19034624761904761,0.0,1,,0,1813.295578845377,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AY,"Private car - FCEV (hydrogen from electrolysis, 100% natural gas electricity)",15,12100,181500,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Electrolysis (Natural gas),1.5,None,0.0,0.0,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
AZ,"Private car - FCEV (hydrogen from electrolysis, 100% renewable electricity)",15,12100,181500,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Electrolysis (Renewables),1.5,None,0.0,0.0,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BA,"Private car - FCEV (hydrogen from electrolysis, global grid mix)",15,12100,181500,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Electroysis (Global power mix),1.5,None,0.0,0.0,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BB,Private car - FCEV,15,12100,181500,World,1678.6055997795354,2.1411100330896784,With Al smelting mostly form coal,NMC111,Natural gas,1.5,None,0.0,0.0,0.5743411860465593,0.03083063312601163,0.01618827862141268,0.021368613754404225,0.03272067763897081,0.03131940173257121,0.02877517795371581,0.11176175069643242,0.05320193477239204,0.06203298154960043,0.03728228608975265,0,3.2414877803210094,245770.106818625,1,0.0,0.0,3.237095925688697,0.0,,0,1693.6179715669675,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Cars,Urban road including parking,,1.16,241.25,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BC,Ridesourcing - car - ICE (25% lower deadheading km share and 2.25 passengers),7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,1.5988235294117648,Ridesourcing - car - ICE (25% lower deadheading km share and 2.25 passengers),23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BD,"Ridesourcing - car - ICE (average load, 25% higher deadheading km share)",7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,0.8023529411764707,"Ridesourcing - car - ICE (average load, 25% higher deadheading km share)",23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BE,"Ridesourcing - car - ICE (average load, 25% lower deadheading km share)",7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,1.1014117647058823,"Ridesourcing - car - ICE (average load, 25% lower deadheading km share)",23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BF,"Ridesourcing - car - ICE (single passenger on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,0.6141176470588235,"Ridesourcing - car - ICE (single passenger on board, no change in deadheading km share)",23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BG,"Ridesourcing - car - ICE (two passengers on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,1.228235294117647,"Ridesourcing - car - ICE (two passengers on board, no change in deadheading km share)",23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BH,"Ridesourcing - car - ICE (25% higher average load: 1.94 passengers on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,1.1898529411764707,"Ridesourcing - car - ICE (25% higher average load: 1.94 passengers on board, no change in deadheading km share)",23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BI,Ridesourcing - car - ICE,7.0735718042434765,48000,400000,World,1494.1010327851752,0.0,With Al smelting mostly form coal,,,0.9518823529411765,Ridesourcing - car - ICE,23.42059629331185,1,0.6078952933017593,0,0.09540271542211119,0.01760639150935505,0.04137941878976288,0.01742939509346085,0.02780832847059618,0.10515880336518178,0,0.06887731957058342,0.018271206301985744,0,23.532342665786008,1533683.43784865,0,6.8,0.0,0.0,0.0,Gasoline (Oil),0,1494.1010327851752,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BJ,Ridesourcing - car - HEV,7.0735718042434765,48000,400000,World,1581.4712309860752,2.1411100330896784,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - HEV,23.42059629331185,1,0.6262472155917589,0,0.06606376425446397,0.012014974723520965,0.0546306924348674,0.03676353906940299,0.025388252063790466,0.09649771867544049,0,0.06313751704936274,0.019100090740076334,0,24.908437988475498,1623368.2871338995,0,5.06530612244898,0.0,0.0,0.0,Gasoline (Oil),0,1596.4836027735073,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BK,Ridesourcing - car - PHEV,7.0735718042434765,48000,400000,World,1661.4710705892749,15.273378000000001,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - PHEV,23.42059629331185,1,0.622795160983982,0,0.06692806324569929,0.01134208315091968,0.0627065716545231,0.04243971466699424,0.023198517611224313,0.09162163153507669,0,0.061033503805102425,0.017791993238101503,0,26.168448923104904,1705487.5189245767,0,5.06530612244898,0.19034624761904761,0.0,0.3591431387331247,Gasoline (Oil),0,1768.560209140046,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BL,"Ridesourcing - car - BEV single passenger on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,0.6141176470588235,"Ridesourcing - car - BEV single passenger on board, no change in deadheading km share)",23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BM,"Ridesourcing - car - BEV two passengers on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,1.228235294117647,"Ridesourcing - car - BEV two passengers on board, no change in deadheading km share)",23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BN,"Ridesourcing - car - BEV 25% higher average load: 1.94 passengers on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,1.1898529411764707,"Ridesourcing - car - BEV 25% higher average load: 1.94 passengers on board, no change in deadheading km share)",23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BO,Ridesourcing - car - BEV (high carbon intensity of electricity in use phase),7.0735718042434765,48000,400000,100% coal,1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (high carbon intensity of electricity in use phase),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BP,Ridesourcing - car - BEV (low carbon intensity of electricity in use phase),7.0735718042434765,48000,400000,"100% solar, wind or hydro",1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (low carbon intensity of electricity in use phase),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BQ,Ridesourcing - car - BEV (Lower carbon intensity of battery manufacturing),7.0735718042434765,48000,400000,World,1392.6061731980951,70,Default,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (Lower carbon intensity of battery manufacturing),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BR,Ridesourcing - car - BEV (25% smaller battery),7.0735718042434765,48000,400000,World,1392.6061731980951,52.5,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (25% smaller battery),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1760.7094031394668,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BS,Ridesourcing - car - BEV (25% larger battery),7.0735718042434765,48000,400000,World,1392.6061731980951,87.5,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV (25% larger battery),23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,2006.1115564337142,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BT,Ridesourcing - car - BEV,7.0735718042434765,48000,400000,World,1392.6061731980951,70,With Al smelting mostly form coal,NMC111,,0.9518823529411765,Ridesourcing - car - BEV,23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,5.030688325709517,381427.56998405105,0,0.0,0.19034624761904761,0.0,1,,0,1883.4104797865905,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
BU,"Ridesourcing - car - BEV (two packs) single passenger on board, no change in deadheading km share)",7.0735718042434765,48000,400000,World,1392.6061731980951,140,With Al smelting mostly form coal,NMC111,,0.6141176470588235,"Ridesourcing - car - BEV (two packs) single passenger on board, no change in deadheading km share)",23.42059629331185,1,0.6297829559188377,0,0.01838218259773705,0.01362834610140678,0.05206956631588695,0.0534196587076,0.028458830192368757,0.11012767633761567,0,0.06806383843374858,0.02589181413207628,0,23.532342665786008,1533683.43784865,0,0.0,0.19034624761904761,0.0,1,,0,2374.214786375086,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
